radio,ரேடியோ
munnettrangallukku,முன்னேற்றங்களுக்கு
ittucchelpavaiyaaga,இட்டுச்செல்பவையாக
irukkindrana,இருக்கின்றன
</s>,</s>
roranro,ரொறன்ரோ
maiyap,மையப்
pagudhiyaana,பகுதியானா
union,யூனியன்
nilaiyam,நிலையம்
amaindhulla,அமைந்துள்ள
front,பிரண்ட்
street,இசுட்ரீட்
west,வெசுட்டு
front,Front
street,Street
west,West
oru,ஒரு
pagudhi,பகுதி
moodappatta,மூடப்பட்ட
angu,அங்கு
pallayirakkaana,பல்லாயிரக்காண
makkal,மக்கள்
kosam,கோசம்
ezhuppi,எழுப்பி
unnarcchimayappattu,உணர்ச்சிமயப்பட்டு
ninraargal,நின்றார்கள்
</s>,</s>
naazhi,நாழி
nellu,நெல்லு
pottavanga,போட்டவங்க
</s>,</s>
ivar,இவர்
asiya,ஆசிய
vilaiyaattugalil,விளையாட்டுகளில்
thangap,தங்கப்
padhakkam,பதக்கம்
pettra,பெற்ற
moondraam,மூன்றாம்
indhiyar,இந்தியர்
aavaar,ஆவார்
</s>,</s>
1937,1937
sattamandrath,சட்டமன்றத்
therdhalil,தேர்தலில்
chennai,சென்னை
maakaana,மாகாண
sattamandrath,சட்டமன்றத்
therdhalil,தேர்தலில்
vettri,வெற்றி
pettru,பெற்று
sattamandrak,சட்டமன்றக்
keezhavaikkuth,கீழவைக்குத்
therndhedukkappattaar,தேர்ந்தெடுக்கப்பட்டார்
</s>,</s>
porkkappalil,போர்க்கப்பலில்
irundhaana,இருந்தான
vimaana,விமான
paadhai,பாதை
kizhakke,கிழக்கே
120,120
mile,மைல்
vadakke,வடக்கே
73,73
milegal,மைல்கள்
pin,பின்
meendum,மீண்டும்
irudhiyaaga,இறுதியாக
120,120
mile,மைல்
payannatthil,பயணத்தில்
kadarpadai,கடற்படை
thalatthirku,தளத்திற்கு
thirumbuvadhu,திரும்புவது
endru,என்று
thittamidappattirundhadhu,திட்டமிடப்பட்டிருந்தது
</s>,</s>
keezheyulla,கீழேயுள்ள
pattiyalil,பட்டியலில்
al,அல்
eyin,எயின்
thavirndha,தவிர்ந்த
ella,எல்லா
nagarangalum,நகரங்களும்
kadarkarai,கடற்கரை
nagarangalaagum,நகரங்களாகும்
</s>,</s>
paarparkal,பாற்பற்கள்
</s>,</s>
paarampariyap,பாரம்பரியப்
pugazh,புகழ்
vaaindha,வாய்ந்த
guruvayur,குருவாயூர்
kesavan,கேசவன்
endra,என்ற
yaanaiyum,யானையும்
inge,இங்கே
paripaalikkappattu,பரிபாலிக்கப்பட்டு
vandhadhu,வந்தது
</s>,</s>
ivargalin,இவர்களின்
porulaadhaaratthil,பொருளாதாரத்தில்
munnettram,முன்னேற்றம்
adaindhavargal,அடைந்தவர்கள்
silar,சிலர்
kaannappattaalum,காணப்பட்டாலும்
perumpaalaanor,பெரும்பாலானோர்
pinthangiye,பின்தங்கியே
ullanar,உள்ளனர்
</s>,</s>
washingtonil,வாஷிங்டனில்
nadaippettra,நடைபெற்ற
pannattu,பன்னாட்டு
maanaattil,மாநாட்டில்
puranaanooru,புறநானூறு
pattri,பற்றி
samarppikkappatta,சமர்ப்பிக்கப்பட்ட
katturaiyum,கட்டுரையும்
mudhal,முதல்
parisaip,பரிசைப்
pettradhu,பெற்றது
2011,2011
</s>,</s>
bo-yuvin,போ-யூவின்
udalnalak,உடல்நலக்
kuraivu,குறைவு
adhigarithu,அதிகரித்து
maranath,மரணத்
tharuvaayil,தருவாயில்
irunthaan,இருந்தான்
</s>,</s>
saa,சா
nool,நூல்
nilayam,நிலையம்
enbadhu,என்பது
chennaiyil,சென்னையில்
amainthulla,அமைந்துள்ள
oru,ஒரு
nool,நூல்
nilaiyamaakum,நிலையமாகும்
</s>,</s>
muthanmaik,முதன்மைக்
katturai,கட்டுரை
sozhan,சோழன்
senganaan,செங்கணான்
</s>,</s>
ipparavai,இப்பறவை
inthiya,இந்தியா
ilangai,இலங்கை
aagiya,ஆகிய
naadukalil,நாடுகளில்
thangiyirunthu,தங்கியிருந்து
muttaiyidugiradhu,முட்டையிடுகின்றது
</s>,</s>
pinbu,பின்பு
kaikalaal,கைகளால்
mannai,மண்ணை
melnokki,மேல்நோக்கி
edutthu,எடுத்து
paanai,பானை
vadivil,வடிவில்
konduvaravendum,கொண்டுவரவேண்டும்
</s>,</s>
ippaadatthul,இப்பாடத்துள்
adangiya,அடங்கிய
thamizhagak,தமிழகக்
kalaikal,கலைகள்
ennum,என்னும்
paguthiyaik,பகுதியைக்
karpadharku,கற்பதற்கு
maanavarkalukku,மாணவர்களுக்கு
uthavuvadhaiyum,உதவுவதையும்
thamizhaarvam,தமிழார்வம்
konda,கொண்ட
pothumakkalukkup,பொதுமக்களுக்குப்
payanpaduvadhaiyum,பயன்படுவதையும்
nokkamaagak,நோக்கமாகக்
kondu,கொண்டு
innool,இந்நூல்
ezhuthappattadhaagath,எழுதப்பட்டதாகத்
therikiradhu,தெரிகிறது
</s>,</s>
avaradhu,அவரது
vaazhkkai,வாழ்க்கை
matrum,மற்றும்
aatchi,ஆட்சி
aakiyavai,ஆகியவை
avarudaiya,அவருடைய
monnodigalai,முன்னோடிகளை
vidavum,விடவும்
neendakaalatthaik,நீண்டகாலத்தைக்
kondadhaagavum,கொண்டதாகவும்
irunthadhu,இருந்தது
</s>,</s>
ithevelai,இதேவேளை
lion,லயன்
niruvanadhinar,நிறுவனத்தினர்
pirabalamaana,பிரபலமான
xiii,XIII
kadhaiyin,கதையின்
18,18
paagangalayum,பாகங்களையும்
ondraagath,ஒன்றாகத்
thogutthu,தொகுத்து
segaripporukkaana,சேகரிப்போருக்கான
veliyeedu,வெளியீடு
ondrai,ஒன்றை
veliyidavulladhu,வெளியிடவுள்ளது
</s>,</s>
allyl,அல்லைல்
chloridudan,குளோரைடுடன்
kaara,கார
sodium,சோடியம்
amaidai,அமைடை
80,80
paakai,பாகை
celsius,செல்சியசு
veppanilaikku,வெப்பநிலைக்கு
soodupadutthumpothu,சூடுபடுத்தும்போது
hydrogen,ஐதரசன்
aalaidu,ஆலைடு
neekkamadainthu,நீக்கமடைந்து
10,10
alavukku,அளவுக்கு
valaiya,வளைய
probeen,புரோபீன்
urpatthiyaakiradhu,உற்பத்தியாகிறது
</s>,</s>
urai,உரை
kettapothu,கேட்டபோது
ainthu,ஐந்து
vayadhu,வயது
udaiyavanaaka,உடையவனாக
vilanginaanaam,விளங்கினானாம்
</s>,</s>
kadagam,கடகம்
virucchigam,விருச்சிகம்
meenam,மீனம்
-,-
vadakku,வடக்கு
paartha,பார்த்த
veedu,வீடு
</s>,</s>
1980,1980
aam,ஆம்
aandu,ஆண்டு
edukkappatta,எடுக்கப்பட்ட
the,தி
shining,ஃசைனிங்கு
endra,என்ற
thiraippadatthil,திரைப்படத்தில்
ikkaruviyai,இக்கருவியை
kuprik,குப்ரிக்
payanpadutthinaar,பயன்படுத்தினார்
</s>,</s>
mersal,மெர்சல்
thiraippadatthil,திரைப்படத்தில்
mottham,மொத்தம்
naangu,நான்கு
paadalkal,பாடல்கள்
ullana,உள்ளன
</s>,</s>
kuvaadiksu,குவாடிக்சு
perungovilin,பெருங்கோவிலின்
utthiyokapoorva,உத்தியோகபூர்வ
inaiyatthalam,இணையத்தளம்
</s>,</s>
lavender,லாவெண்டர்
</s>,</s>
1891: chennai,1891:சென்னைச்
sattakkalloori,சட்டக் கல்லூரி
niruvappattadhu,நிறுவப்பட்டது
</s>,</s>
ovvoru,ஒவ்வொரு
aniyum,அணியும்
matra,மற்ற
aniyudan,அணியுடன்
thalaa,தலா
2,2
murai,முறை
ulloor,உள்ளூர்
veliyoor,வெளியூர்
adippadaiyil,அடிப்படையில்
mothina,மோதின
</s>,</s>
makkal,மக்கள்
koottani,கூட்டணி
spain,ஸ்பெயின்
esuppaaniyaavin,எசுப்பானியாவின்
arasiyal,அரசியல்
katchi,கட்சி
</s>,</s>
1997-m,1997-ம்
aandu,ஆண்டு
ivvazhakkil,இவ்வழக்கில்
kutrappatthirikkai,குற்றப்பத்திரிக்கை
thaakkal,தாக்கல்
seiyappattadhu,செய்யப்பட்டது
</s>,</s>
kashmeeril,காஷ்மீரில்
ulla,உள்ள
migapperiya,மிகப்பெரிய
areavaana,ஏரியான
ular,வுலார்
yerikku,ஏரிக்கு
sabobara,சபாபோரா
vazhiyaaga,வழியாக
intha,இந்த
yeri,ஏரி
selkiradhu,செல்கிறது
</s>,</s>
kaaviri,காவிரி
neerth,நீர்த்
theerppaaya,தீர்ப்பாய
uruppinargal,உறுப்பினர்கள்
nagappattinatthirku,நாகப்பட்டினத்திற்கு
varukai,வருகை
thanthapothu,தந்தபோது
idaiveli,இடைவெளி
illaadha,இல்லாத
manithach,மனிதச்
changiliyai,சங்கிலியை
yerpadutthiyadhil,ஏற்படுத்தியதில்
ivarin,இவரின்
pangu,பங்கு
mukkiyamaanadhu,முக்கியமானது
</s>,</s>
poseidon,பொசைடன்
pala,பல
theevugal,தீவுகள்
matrum,மற்றும்
amaithik,அமைதிக்
kadalkalai,கடல்களை
uruvaakkubavaraaka,உருவாக்குபவராக
paarkkappadukiraar,பார்க்கப்படுகிறார்
